# HOME_AWAY,INNING,INNING_TB,OUT_COUNT,BASE_STATE,UNDER_5,UNDER_4,UNDER_3,UNDER_2,UNDER_1,TIE,UPPER_1,UPPER_2,UPPER_3,UPPER_4,UPPER_5
H,5,1,2,13,0.089,0.139,0.212,0.309,0.43,0.57,0.701,0.8,0.872,0.921,0.953
H,5,1,2,23,0.094,0.146,0.221,0.32,0.441,0.578,0.706,0.804,0.875,0.922,0.953
H,5,1,2,123,0.111,0.169,0.248,0.348,0.467,0.6,0.722,0.815,0.882,0.927,0.956
H,5,1,3,0,0.058,0.095,0.153,0.237,0.352,0.5,0.648,0.763,0.847,0.905,0.942
A,6,0,0,0,0.058,0.095,0.153,0.237,0.352,0.5,0.648,0.763,0.847,0.905,0.942
A,6,0,0,1,0.08,0.127,0.196,0.291,0.412,0.554,0.688,0.792,0.866,0.917,0.95
A,6,0,0,2,0.089,0.142,0.218,0.321,0.451,0.594,0.72,0.815,0.882,0.928,0.957
A,6,0,0,12,0.119,0.182,0.268,0.376,0.501,0.631,0.746,0.833,0.894,0.935,0.961
A,6,0,0,3,0.096,0.152,0.234,0.345,0.486,0.631,0.749,0.836,0.897,0.937,0.963
A,6,0,0,13,0.128,0.196,0.289,0.405,0.54,0.672,0.778,0.856,0.91,0.945,0.968
A,6,0,0,23,0.142,0.217,0.318,0.442,0.577,0.701,0.8,0.871,0.92,0.951,0.971
A,6,0,0,123,0.179,0.262,0.365,0.484,0.608,0.723,0.814,0.88,0.925,0.955,0.973
A,6,0,1,0,0.044,0.076,0.127,0.203,0.313,0.464,0.621,0.743,0.834,0.896,0.937
A,6,0,1,1,0.058,0.097,0.155,0.241,0.356,0.503,0.65,0.764,0.848,0.905,0.943
A,6,0,1,2,0.064,0.106,0.17,0.261,0.383,0.531,0.672,0.781,0.859,0.913,0.947
A,6,0,1,12,0.082,0.132,0.203,0.298,0.418,0.558,0.691,0.794,0.867,0.918,0.951
A,6,0,1,3,0.071,0.118,0.188,0.288,0.423,0.574,0.706,0.806,0.876,0.924,0.955
A,6,0,1,13,0.091,0.145,0.223,0.327,0.458,0.6,0.725,0.818,0.885,0.929,0.958
A,6,0,1,23,0.101,0.161,0.245,0.357,0.49,0.627,0.744,0.832,0.894,0.935,0.961
A,6,0,1,123,0.123,0.189,0.276,0.384,0.509,0.639,0.752,0.837,0.897,0.937,0.962
A,6,0,2,0,0.036,0.064,0.109,0.18,0.286,0.438,0.6,0.729,0.824,0.89,0.933
A,6,0,2,1,0.042,0.073,0.122,0.198,0.306,0.457,0.615,0.739,0.831,0.894,0.936
A,6,0,2,2,0.045,0.078,0.13,0.209,0.323,0.475,0.629,0.75,0.838,0.899,0.939
A,6,0,2,12,0.054,0.09,0.147,0.229,0.342,0.49,0.641,0.757,0.843,0.902,0.941
A,6,0,2,3,0.046,0.08,0.133,0.214,0.33,0.483,0.636,0.754,0.841,0.901,0.94
A,6,0,2,13,0.056,0.094,0.152,0.237,0.353,0.501,0.649,0.763,0.847,0.905,0.943
A,6,0,2,23,0.059,0.099,0.161,0.249,0.365,0.51,0.655,0.768,0.85,0.907,0.944
A,6,0,2,123,0.074,0.12,0.187,0.278,0.394,0.535,0.674,0.781,0.859,0.912,0.947
A,6,0,3,0,0.032,0.057,0.099,0.167,0.269,0.421,0.588,0.719,0.817,0.885,0.93
H,6,1,0,0,0.07,0.115,0.183,0.281,0.412,0.579,0.731,0.833,0.901,0.943,0.968
H,6,1,0,1,0.096,0.152,0.232,0.341,0.476,0.631,0.766,0.856,0.914,0.951,0.972
H,6,1,0,2,0.107,0.169,0.257,0.375,0.521,0.673,0.794,0.874,0.926,0.958,0.977
H,6,1,0,12,0.141,0.215,0.313,0.434,0.569,0.704,0.814,0.887,0.933,0.962,0.979
H,6,1,0,3,0.115,0.182,0.277,0.403,0.561,0.712,0.82,0.892,0.937,0.964,0.98
H,6,1,0,13,0.152,0.232,0.338,0.467,0.614,0.747,0.843,0.906,0.945,0.969,0.983
H,6,1,0,23,0.169,0.256,0.37,0.509,0.652,0.773,0.86,0.916,0.952,0.973,0.985
H,6,1,0,123,0.211,0.306,0.421,0.549,0.678,0.79,0.87,0.922,0.955,0.975,0.986
H,6,1,1,0,0.054,0.092,0.152,0.243,0.37,0.543,0.708,0.818,0.891,0.937,0.965
H,6,1,1,1,0.07,0.116,0.185,0.285,0.416,0.581,0.733,0.834,0.901,0.943,0.968
H,6,1,1,2,0.077,0.127,0.202,0.308,0.448,0.611,0.753,0.848,0.909,0.948,0.971
H,6,1,1,12,0.099,0.157,0.24,0.349,0.481,0.634,0.768,0.857,0.915,0.951,0.973
H,6,1,1,3,0.086,0.141,0.224,0.34,0.494,0.657,0.784,0.868,0.922,0.956,0.975
H,6,1,1,13,0.109,0.173,0.263,0.382,0.528,0.679,0.798,0.877,0.928,0.959,0.977
H,6,1,1,23,0.122,0.191,0.289,0.416,0.562,0.703,0.814,0.887,0.934,0.962,0.979
H,6,1,1,123,0.147,0.223,0.322,0.442,0.578,0.712,0.819,0.89,0.935,0.963,0.98
H,6,1,2,0,0.044,0.078,0.132,0.216,0.34,0.517,0.69,0.807,0.884,0.933,0.962
H,6,1,2,1,0.051,0.088,0.147,0.236,0.363,0.536,0.703,0.815,0.889,0.936,0.964
H,6,1,2,2,0.055,0.094,0.157,0.25,0.382,0.555,0.716,0.823,0.895,0.939,0.966
H,6,1,2,12,0.065,0.109,0.176,0.272,0.402,0.569,0.725,0.829,0.898,0.941,0.967
H,6,1,2,3,0.057,0.097,0.16,0.256,0.391,0.564,0.722,0.827,0.897,0.94,0.967
H,6,1,2,13,0.068,0.113,0.182,0.281,0.413,0.58,0.732,0.834,0.901,0.943,0.968
H,6,1,2,23,0.072,0.12,0.192,0.295,0.426,0.588,0.737,0.837,0.903,0.944,0.969
H,6,1,2,123,0.09,0.144,0.222,0.326,0.455,0.611,0.753,0.847,0.909,0.947,0.971
H,6,1,3,0,0.039,0.07,0.121,0.201,0.321,0.5,0.679,0.799,0.879,0.93,0.961
A,7,0,0,0,0.039,0.07,0.121,0.201,0.321,0.5,0.679,0.799,0.879,0.93,0.961
A,7,0,0,1,0.059,0.1,0.166,0.262,0.392,0.561,0.72,0.826,0.896,0.94,0.966
A,7,0,0,2,0.066,0.113,0.186,0.292,0.44,0.61,0.753,0.848,0.91,0.948,0.971
A,7,0,0,12,0.095,0.155,0.242,0.358,0.496,0.648,0.777,0.863,0.919,0.954,0.974
A,7,0,0,3,0.071,0.121,0.2,0.316,0.482,0.657,0.784,0.869,0.923,0.956,0.976
A,7,0,0,13,0.102,0.167,0.261,0.387,0.544,0.698,0.811,0.886,0.933,0.962,0.979
A,7,0,0,23,0.115,0.187,0.291,0.432,0.589,0.729,0.831,0.899,0.941,0.967,0.982
A,7,0,0,123,0.153,0.238,0.348,0.479,0.62,0.748,0.844,0.906,0.945,0.969,0.983
A,7,0,1,0,0.028,0.052,0.094,0.163,0.275,0.459,0.651,0.781,0.868,0.923,0.957
A,7,0,1,1,0.04,0.071,0.123,0.205,0.326,0.503,0.681,0.8,0.88,0.93,0.961
A,7,0,1,2,0.044,0.079,0.136,0.226,0.359,0.538,0.704,0.816,0.89,0.936,0.964
A,7,0,1,12,0.061,0.105,0.173,0.27,0.399,0.565,0.722,0.827,0.897,0.94,0.967
A,7,0,1,3,0.049,0.088,0.151,0.252,0.407,0.591,0.741,0.841,0.906,0.946,0.97
A,7,0,1,13,0.067,0.116,0.191,0.299,0.448,0.618,0.758,0.851,0.912,0.95,0.972
A,7,0,1,23,0.076,0.13,0.214,0.335,0.487,0.646,0.777,0.864,0.919,0.954,0.974
A,7,0,1,123,0.099,0.162,0.251,0.366,0.506,0.657,0.783,0.867,0.921,0.955,0.975
A,7,0,2,0,0.021,0.041,0.076,0.138,0.241,0.428,0.631,0.767,0.859,0.918,0.954
A,7,0,2,1,0.026,0.048,0.089,0.157,0.266,0.45,0.646,0.777,0.866,0.922,0.956
A,7,0,2,2,0.028,0.053,0.096,0.169,0.287,0.473,0.661,0.787,0.872,0.926,0.958
A,7,0,2,12,0.036,0.065,0.115,0.193,0.309,0.489,0.671,0.794,0.876,0.928,0.959
A,7,0,2,3,0.029,0.054,0.099,0.174,0.296,0.482,0.667,0.792,0.875,0.927,0.959
A,7,0,2,13,0.037,0.068,0.119,0.2,0.322,0.501,0.68,0.8,0.88,0.93,0.961
A,7,0,2,23,0.04,0.073,0.128,0.216,0.338,0.511,0.686,0.804,0.882,0.932,0.961
A,7,0,2,123,0.054,0.095,0.157,0.248,0.37,0.538,0.704,0.815,0.889,0.936,0.964
A,7,0,3,0,0.018,0.035,0.067,0.124,0.221,0.408,0.617,0.758,0.854,0.915,0.952
H,7,1,0,0,0.048,0.085,0.146,0.242,0.383,0.592,0.779,0.876,0.933,0.965,0.982
H,7,1,0,1,0.072,0.122,0.199,0.311,0.461,0.651,0.811,0.895,0.943,0.97,0.985
H,7,1,0,2,0.081,0.136,0.223,0.347,0.517,0.703,0.838,0.91,0.952,0.975,0.987
H,7,1,0,12,0.115,0.186,0.287,0.418,0.571,0.732,0.854,0.92,0.957,0.978,0.989
H,7,1,0,3,0.087,0.147,0.24,0.375,0.569,0.753,0.863,0.925,0.96,0.98,0.99
H,7,1,0,13,0.124,0.2,0.31,0.453,0.628,0.786,0.882,0.936,0.966,0.983,0.991
H,7,1,0,23,0.139,0.224,0.345,0.505,0.675,0.81,0.896,0.944,0.97,0.985,0.992
H,7,1,0,123,0.183,0.282,0.406,0.55,0.698,0.823,0.903,0.948,0.972,0.986,0.993
H,7,1,1,0,0.034,0.064,0.114,0.199,0.331,0.551,0.758,0.864,0.926,0.961,0.98
H,7,1,1,1,0.049,0.087,0.149,0.247,0.388,0.595,0.781,0.877,0.934,0.965,0.982
H,7,1,1,2,0.054,0.096,0.165,0.272,0.428,0.632,0.8,0.888,0.94,0.969,0.984
H,7,1,1,12,0.075,0.127,0.208,0.321,0.466,0.654,0.812,0.895,0.944,0.97,0.985
H,7,1,1,3,0.06,0.107,0.184,0.303,0.487,0.691,0.83,0.906,0.95,0.974,0.987
H,7,1,1,13,0.082,0.14,0.229,0.356,0.526,0.71,0.841,0.912,0.953,0.976,0.988
H,7,1,1,23,0.093,0.158,0.256,0.398,0.568,0.735,0.856,0.92,0.958,0.978,0.989
H,7,1,1,123,0.12,0.194,0.297,0.427,0.581,0.741,0.859,0.922,0.958,0.978,0.989
H,7,1,2,0,0.026,0.05,0.093,0.169,0.293,0.521,0.741,0.854,0.921,0.958,0.979
H,7,1,2,1,0.032,0.06,0.109,0.192,0.322,0.543,0.753,0.861,0.925,0.96,0.98
H,7,1,2,2,0.035,0.065,0.118,0.206,0.347,0.567,0.766,0.869,0.929,0.963,0.981
H,7,1,2,12,0.044,0.079,0.14,0.233,0.369,0.58,0.773,0.873,0.931,0.964,0.981
H,7,1,2,3,0.036,0.067,0.121,0.211,0.358,0.578,0.771,0.872,0.931,0.964,0.981
H,7,1,2,13,0.046,0.083,0.145,0.242,0.384,0.594,0.78,0.877,0.933,0.965,0.982
H,7,1,2,23,0.049,0.089,0.155,0.261,0.401,0.601,0.784,0.879,0.935,0.966,0.982
H,7,1,2,123,0.066,0.115,0.189,0.295,0.434,0.626,0.798,0.887,0.939,0.968,0.984
H,7,1,3,0,0.022,0.044,0.083,0.152,0.269,0.5,0.731,0.848,0.917,0.956,0.978
A,8,0,0,0,0.022,0.044,0.083,0.152,0.269,0.5,0.731,0.848,0.917,0.956,0.978
A,8,0,0,1,0.038,0.071,0.128,0.221,0.359,0.572,0.769,0.87,0.93,0.963,0.981
A,8,0,0,2,0.043,0.08,0.144,0.25,0.421,0.636,0.801,0.89,0.941,0.969,0.984
A,8,0,0,12,0.068,0.122,0.209,0.331,0.486,0.672,0.822,0.901,0.947,0.972,0.986
A,8,0,0,3,0.046,0.085,0.155,0.269,0.476,0.698,0.832,0.908,0.951,0.975,0.987
A,8,0,0,13,0.073,0.131,0.224,0.358,0.548,0.738,0.855,0.921,0.958,0.978,0.989
A,8,0,0,23,0.083,0.149,0.253,0.415,0.606,0.768,0.873,0.931,0.963,0.981,0.991
A,8,0,0,123,0.122,0.207,0.324,0.47,0.635,0.784,0.882,0.935,0.966,0.982,0.991
A,8,0,1,0,0.013,0.028,0.056,0.11,0.211,0.45,0.704,0.833,0.909,0.952,0.975
A,8,0,1,1,0.022,0.044,0.085,0.158,0.276,0.503,0.732,0.849,0.918,0.957,0.978
A,8,0,1,2,0.025,0.049,0.095,0.177,0.319,0.549,0.756,0.863,0.926,0.961,0.98
A,8,0,1,12,0.039,0.075,0.137,0.233,0.366,0.575,0.771,0.871,0.93,0.963,0.981
A,8,0,1,3,0.027,0.055,0.105,0.197,0.382,0.621,0.792,0.884,0.938,0.968,0.984
A,8,0,1,13,0.043,0.082,0.15,0.258,0.431,0.645,0.806,0.892,0.942,0.97,0.985
A,8,0,1,23,0.049,0.094,0.171,0.302,0.481,0.676,0.823,0.902,0.947,0.973,0.986
A,8,0,1,123,0.072,0.131,0.219,0.34,0.498,0.683,0.827,0.904,0.949,0.973,0.986
A,8,0,2,0,0.008,0.019,0.04,0.083,0.168,0.412,0.685,0.821,0.902,0.948,0.973
A,8,0,2,1,0.012,0.025,0.051,0.105,0.2,0.439,0.699,0.83,0.907,0.951,0.975
A,8,0,2,2,0.013,0.027,0.057,0.114,0.227,0.469,0.714,0.839,0.912,0.954,0.976
A,8,0,2,12,0.019,0.038,0.077,0.145,0.255,0.485,0.723,0.844,0.915,0.955,0.977
A,8,0,2,3,0.013,0.028,0.059,0.118,0.239,0.482,0.721,0.843,0.914,0.955,0.977
A,8,0,2,13,0.02,0.04,0.081,0.151,0.271,0.502,0.732,0.849,0.918,0.957,0.978
A,8,0,2,23,0.021,0.044,0.088,0.173,0.292,0.51,0.737,0.852,0.919,0.957,0.978
A,8,0,2,123,0.033,0.067,0.122,0.209,0.33,0.542,0.753,0.861,0.925,0.96,0.98
A,8,0,3,0,0.007,0.015,0.032,0.068,0.141,0.387,0.672,0.814,0.898,0.946,0.972
H,8,1,0,0,0.028,0.054,0.102,0.186,0.328,0.613,0.859,0.932,0.968,0.985,0.993
H,8,1,0,1,0.047,0.087,0.156,0.268,0.43,0.681,0.881,0.943,0.973,0.988,0.995
H,8,1,0,2,0.053,0.098,0.176,0.303,0.507,0.751,0.902,0.953,0.978,0.99,0.996
H,8,1,0,12,0.084,0.149,0.253,0.395,0.569,0.772,0.912,0.958,0.98,0.991,0.996
H,8,1,0,3,0.056,0.105,0.189,0.326,0.579,0.82,0.921,0.963,0.983,0.992,0.997
H,8,1,0,13,0.09,0.16,0.272,0.427,0.647,0.844,0.933,0.968,0.985,0.993,0.997
H,8,1,0,23,0.102,0.181,0.307,0.498,0.709,0.863,0.942,0.973,0.987,0.994,0.998
H,8,1,0,123,0.149,0.251,0.386,0.548,0.725,0.87,0.946,0.974,0.988,0.995,0.998
H,8,1,1,0,0.017,0.035,0.07,0.137,0.261,0.564,0.843,0.924,0.964,0.984,0.993
H,8,1,1,1,0.027,0.054,0.105,0.194,0.335,0.615,0.86,0.932,0.968,0.985,0.994
H,8,1,1,2,0.031,0.061,0.118,0.217,0.39,0.665,0.874,0.939,0.972,0.987,0.994
H,8,1,1,12,0.049,0.092,0.168,0.281,0.435,0.683,0.882,0.943,0.973,0.988,0.995
H,8,1,1,3,0.034,0.068,0.131,0.242,0.473,0.747,0.897,0.951,0.977,0.99,0.995
H,8,1,1,13,0.053,0.101,0.184,0.313,0.518,0.759,0.904,0.954,0.979,0.99,0.996
H,8,1,1,23,0.061,0.116,0.21,0.368,0.575,0.783,0.914,0.959,0.981,0.991,0.996
H,8,1,1,123,0.089,0.16,0.264,0.403,0.582,0.783,0.915,0.959,0.981,0.991,0.996
H,8,1,2,0,0.011,0.023,0.05,0.104,0.21,0.526,0.831,0.918,0.961,0.982,0.992
H,8,1,2,1,0.015,0.031,0.064,0.131,0.248,0.553,0.84,0.922,0.963,0.983,0.993
H,8,1,2,2,0.016,0.034,0.071,0.143,0.283,0.587,0.849,0.927,0.966,0.984,0.993
H,8,1,2,12,0.023,0.048,0.096,0.178,0.31,0.598,0.854,0.93,0.967,0.985,0.993
H,8,1,2,3,0.017,0.035,0.073,0.147,0.298,0.601,0.853,0.929,0.967,0.985,0.993
H,8,1,2,13,0.024,0.05,0.101,0.187,0.331,0.617,0.859,0.932,0.968,0.985,0.994
H,8,1,2,23,0.027,0.055,0.109,0.214,0.354,0.619,0.862,0.933,0.969,0.986,0.994
H,8,1,2,123,0.042,0.083,0.15,0.253,0.393,0.648,0.871,0.938,0.971,0.987,0.994
H,8,1,3,0,0.008,0.019,0.041,0.086,0.177,0.5,0.823,0.914,0.959,0.981,0.992
A,9,0,0,0,0.008,0.019,0.041,0.086,0.177,0.5,0.823,0.914,0.959,0.981,0.992
A,9,0,0,1,0.018,0.039,0.082,0.164,0.298,0.589,0.851,0.928,0.966,0.984,0.993
A,9,0,0,2,0.02,0.044,0.092,0.184,0.385,0.68,0.876,0.941,0.972,0.987,0.994
A,9,0,0,12,0.04,0.083,0.166,0.294,0.465,0.707,0.889,0.947,0.975,0.989,0.995
A,9,0,0,3,0.021,0.045,0.095,0.188,0.463,0.772,0.901,0.953,0.978,0.99,0.996
A,9,0,0,13,0.042,0.088,0.174,0.308,0.552,0.802,0.915,0.96,0.981,0.992,0.996
A,9,0,0,23,0.048,0.099,0.196,0.388,0.634,0.826,0.927,0.965,0.984,0.993,0.997
A,9,0,0,123,0.085,0.169,0.292,0.453,0.654,0.835,0.932,0.968,0.985,0.993,0.997
A,9,0,1,0,0.003,0.007,0.017,0.041,0.097,0.436,0.803,0.905,0.955,0.979,0.991
A,9,0,1,1,0.007,0.018,0.041,0.095,0.186,0.502,0.824,0.915,0.96,0.982,0.992
A,9,0,1,2,0.008,0.02,0.046,0.106,0.247,0.568,0.842,0.924,0.964,0.984,0.993
A,9,0,1,12,0.018,0.041,0.095,0.182,0.305,0.59,0.852,0.929,0.966,0.985,0.993
A,9,0,1,3,0.008,0.02,0.048,0.108,0.337,0.677,0.871,0.938,0.971,0.987,0.994
A,9,0,1,13,0.019,0.044,0.099,0.193,0.398,0.692,0.88,0.942,0.973,0.988,0.995
A,9,0,1,23,0.022,0.051,0.113,0.252,0.47,0.722,0.892,0.948,0.976,0.989,0.995
A,9,0,1,123,0.041,0.094,0.179,0.3,0.48,0.721,0.893,0.949,0.976,0.989,0.995
A,9,0,2,0,0.001,0.002,0.004,0.013,0.038,0.386,0.788,0.897,0.951,0.978,0.99
A,9,0,2,1,0.002,0.005,0.013,0.037,0.083,0.42,0.799,0.902,0.954,0.979,0.99
A,9,0,2,2,0.002,0.005,0.014,0.04,0.121,0.465,0.811,0.908,0.957,0.98,0.991
A,9,0,2,12,0.005,0.013,0.037,0.081,0.156,0.48,0.817,0.911,0.958,0.981,0.991
A,9,0,2,3,0.002,0.005,0.015,0.041,0.138,0.485,0.816,0.911,0.958,0.981,0.991
A,9,0,2,13,0.005,0.014,0.038,0.085,0.179,0.504,0.824,0.915,0.96,0.982,0.992
A,9,0,2,23,0.005,0.015,0.04,0.117,0.211,0.507,0.827,0.916,0.96,0.982,0.992
A,9,0,2,123,0.013,0.038,0.082,0.157,0.256,0.545,0.839,0.922,0.963,0.983,0.992
A,9,0,3,0,0.0,0.0,0.0,0.0,0.0,0.351,0.778,0.892,0.949,0.976,0.989
H,9,1,0,0,0.011,0.024,0.051,0.108,0.222,0.649,1.0,1.0,1.0,1.0,1.0
H,9,1,0,1,0.023,0.049,0.103,0.205,0.366,0.73,1.0,1.0,1.0,1.0,1.0
H,9,1,0,2,0.025,0.055,0.115,0.229,0.483,0.831,1.0,1.0,1.0,1.0,1.0
H,9,1,0,12,0.05,0.104,0.206,0.359,0.556,0.833,1.0,1.0,1.0,1.0,1.0
H,9,1,0,3,0.026,0.057,0.119,0.234,0.592,0.938,1.0,1.0,1.0,1.0,1.0
H,9,1,0,13,0.053,0.11,0.217,0.377,0.674,0.94,1.0,1.0,1.0,1.0,1.0
H,9,1,0,23,0.06,0.125,0.244,0.482,0.763,0.942,1.0,1.0,1.0,1.0,1.0
H,9,1,0,123,0.107,0.21,0.355,0.538,0.762,0.94,1.0,1.0,1.0,1.0,1.0
H,9,1,1,0,0.004,0.009,0.022,0.053,0.124,0.587,1.0,1.0,1.0,1.0,1.0
H,9,1,1,1,0.009,0.022,0.053,0.12,0.232,0.648,1.0,1.0,1.0,1.0,1.0
H,9,1,1,2,0.01,0.025,0.059,0.134,0.315,0.722,1.0,1.0,1.0,1.0,1.0
H,9,1,1,12,0.023,0.053,0.12,0.225,0.37,0.728,1.0,1.0,1.0,1.0,1.0
H,9,1,1,3,0.011,0.026,0.062,0.137,0.442,0.849,1.0,1.0,1.0,1.0,1.0
H,9,1,1,13,0.024,0.056,0.125,0.241,0.497,0.843,1.0,1.0,1.0,1.0,1.0
H,9,1,1,23,0.028,0.066,0.142,0.319,0.58,0.858,1.0,1.0,1.0,1.0,1.0
H,9,1,1,123,0.053,0.12,0.221,0.363,0.573,0.848,1.0,1.0,1.0,1.0,1.0
H,9,1,2,0,0.001,0.002,0.006,0.017,0.049,0.537,1.0,1.0,1.0,1.0,1.0
H,9,1,2,1,0.002,0.006,0.017,0.048,0.105,0.569,1.0,1.0,1.0,1.0,1.0
H,9,1,2,2,0.002,0.007,0.019,0.052,0.159,0.621,1.0,1.0,1.0,1.0,1.0
H,9,1,2,12,0.006,0.017,0.048,0.103,0.194,0.627,1.0,1.0,1.0,1.0,1.0
H,9,1,2,3,0.002,0.007,0.019,0.053,0.182,0.644,1.0,1.0,1.0,1.0,1.0
H,9,1,2,13,0.006,0.018,0.05,0.108,0.226,0.654,1.0,1.0,1.0,1.0,1.0
H,9,1,2,23,0.007,0.019,0.052,0.153,0.261,0.645,1.0,1.0,1.0,1.0,1.0
H,9,1,2,123,0.017,0.049,0.104,0.195,0.308,0.681,1.0,1.0,1.0,1.0,1.0
H,9,1,3,0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
