season,w_oba,scale,obp,c_fip,c_iffip,ra9,era,adjustment,r_pa,r_win,run_cs,run_sb,lgwSB,w_b1b,w_b2b,w_b3b,w_hr,w_bb,w_hbp,fip,iffip,fipr9,iffipr9
2025,0.336,1.189,0.336,3.36,3.37,4.8,4.31,0.49,0.122,10.2,-0.663,0.2,0.00071,0.948,1.314,1.675,2.024,0.782,0.797,4.31,4.31,4.8,4.8
