# HOME_AWAY,INNING,INNING_TB,OUT_COUNT,BASE_STATE,UNDER_5,UNDER_4,UNDER_3,UNDER_2,UNDER_1,TIE,UPPER_1,UPPER_2,UPPER_3,UPPER_4,UPPER_5
A,6,0,0,13,0.127,0.195,0.288,0.405,0.54,0.672,0.779,0.857,0.911,0.946,0.968
A,6,0,0,23,0.142,0.217,0.317,0.442,0.578,0.702,0.801,0.872,0.92,0.952,0.972
A,6,0,0,123,0.179,0.263,0.367,0.486,0.61,0.725,0.816,0.881,0.926,0.956,0.974
A,6,0,1,0,0.044,0.076,0.126,0.203,0.313,0.464,0.621,0.744,0.834,0.897,0.938
A,6,0,1,1,0.058,0.096,0.155,0.24,0.355,0.503,0.651,0.765,0.849,0.906,0.943
A,6,0,1,2,0.064,0.105,0.169,0.26,0.383,0.531,0.673,0.781,0.86,0.913,0.948
A,6,0,1,12,0.082,0.131,0.202,0.298,0.418,0.558,0.692,0.795,0.868,0.919,0.951
A,6,0,1,3,0.071,0.117,0.187,0.288,0.423,0.575,0.707,0.807,0.878,0.925,0.955
A,6,0,1,13,0.09,0.144,0.222,0.327,0.458,0.601,0.726,0.819,0.885,0.93,0.958
A,6,0,1,23,0.101,0.16,0.244,0.357,0.49,0.627,0.745,0.833,0.894,0.935,0.962
A,6,0,1,123,0.123,0.188,0.276,0.384,0.51,0.64,0.754,0.838,0.898,0.937,0.963
A,6,0,2,0,0.036,0.063,0.108,0.179,0.285,0.438,0.601,0.73,0.825,0.89,0.934
A,6,0,2,1,0.042,0.072,0.121,0.197,0.306,0.457,0.616,0.74,0.832,0.895,0.937
A,6,0,2,2,0.045,0.077,0.129,0.209,0.323,0.475,0.63,0.751,0.839,0.9,0.94
A,6,0,2,12,0.053,0.089,0.146,0.229,0.342,0.49,0.641,0.758,0.844,0.903,0.941
A,6,0,2,3,0.046,0.079,0.132,0.213,0.33,0.483,0.636,0.755,0.842,0.902,0.941
A,6,0,2,13,0.055,0.093,0.151,0.236,0.352,0.501,0.649,0.764,0.848,0.906,0.943
A,6,0,2,23,0.059,0.099,0.159,0.248,0.364,0.51,0.656,0.769,0.851,0.907,0.944
A,6,0,2,123,0.074,0.12,0.187,0.278,0.393,0.535,0.675,0.782,0.86,0.913,0.948
A,6,0,3,0,0.032,0.057,0.099,0.166,0.268,0.422,0.589,0.72,0.818,0.886,0.931
H,6,1,0,0,0.069,0.114,0.182,0.28,0.411,0.578,0.732,0.834,0.901,0.943,0.968
H,6,1,0,1,0.095,0.151,0.231,0.34,0.475,0.631,0.766,0.856,0.915,0.951,0.973
H,6,1,0,2,0.106,0.168,0.256,0.374,0.52,0.673,0.794,0.875,0.926,0.958,0.977
H,6,1,0,12,0.141,0.214,0.313,0.434,0.569,0.705,0.815,0.888,0.934,0.962,0.979
H,6,1,0,3,0.114,0.18,0.275,0.402,0.56,0.712,0.821,0.892,0.937,0.965,0.981
H,6,1,0,13,0.151,0.23,0.336,0.467,0.613,0.748,0.844,0.906,0.946,0.969,0.983
H,6,1,0,23,0.168,0.255,0.37,0.509,0.653,0.774,0.861,0.917,0.952,0.973,0.985
H,6,1,0,123,0.211,0.306,0.422,0.55,0.68,0.791,0.871,0.923,0.956,0.975,0.986
H,6,1,1,0,0.053,0.091,0.151,0.242,0.37,0.543,0.708,0.819,0.892,0.937,0.965
H,6,1,1,1,0.07,0.115,0.184,0.284,0.415,0.581,0.734,0.835,0.902,0.943,0.968
H,6,1,1,2,0.077,0.126,0.201,0.307,0.447,0.611,0.753,0.848,0.91,0.948,0.971
H,6,1,1,12,0.098,0.156,0.239,0.348,0.481,0.634,0.769,0.858,0.916,0.952,0.973
H,6,1,1,3,0.085,0.141,0.223,0.339,0.494,0.658,0.785,0.869,0.923,0.956,0.976
H,6,1,1,13,0.108,0.172,0.262,0.382,0.528,0.679,0.799,0.878,0.928,0.959,0.977
H,6,1,1,23,0.121,0.19,0.288,0.416,0.562,0.704,0.815,0.888,0.934,0.963,0.979
H,6,1,1,123,0.146,0.222,0.321,0.442,0.578,0.713,0.82,0.891,0.936,0.964,0.98
H,6,1,2,0,0.044,0.077,0.131,0.215,0.339,0.517,0.691,0.807,0.885,0.933,0.963
H,6,1,2,1,0.051,0.087,0.146,0.235,0.362,0.536,0.704,0.816,0.89,0.936,0.964
H,6,1,2,2,0.054,0.093,0.155,0.249,0.381,0.555,0.716,0.824,0.895,0.94,0.966
H,6,1,2,12,0.064,0.108,0.175,0.271,0.401,0.569,0.725,0.83,0.898,0.941,0.967
H,6,1,2,3,0.056,0.096,0.159,0.255,0.39,0.563,0.722,0.828,0.897,0.941,0.967
H,6,1,2,13,0.067,0.112,0.181,0.279,0.412,0.58,0.733,0.834,0.901,0.943,0.968
H,6,1,2,23,0.071,0.119,0.19,0.294,0.425,0.587,0.738,0.838,0.903,0.944,0.969
H,6,1,2,123,0.089,0.143,0.221,0.325,0.455,0.611,0.753,0.848,0.909,0.948,0.971
H,6,1,3,0,0.039,0.069,0.12,0.2,0.32,0.5,0.68,0.8,0.88,0.931,0.961
A,7,0,0,0,0.039,0.069,0.12,0.2,0.32,0.5,0.68,0.8,0.88,0.931,0.961
A,7,0,0,1,0.058,0.1,0.165,0.261,0.392,0.561,0.721,0.827,0.897,0.94,0.967
A,7,0,0,2,0.066,0.112,0.185,0.291,0.44,0.611,0.754,0.849,0.911,0.949,0.972
A,7,0,0,12,0.095,0.155,0.242,0.358,0.497,0.649,0.779,0.864,0.92,0.954,0.974
A,7,0,0,3,0.07,0.121,0.199,0.315,0.482,0.657,0.784,0.869,0.924,0.957,0.976
A,7,0,0,13,0.102,0.166,0.26,0.386,0.544,0.699,0.812,0.887,0.934,0.963,0.979
A,7,0,0,23,0.114,0.186,0.291,0.432,0.59,0.73,0.833,0.9,0.942,0.967,0.982
A,7,0,0,123,0.154,0.239,0.349,0.481,0.622,0.75,0.845,0.907,0.946,0.97,0.983
A,7,0,1,0,0.028,0.051,0.093,0.163,0.274,0.459,0.652,0.782,0.869,0.924,0.957
A,7,0,1,1,0.039,0.07,0.122,0.204,0.325,0.503,0.682,0.801,0.881,0.931,0.961
A,7,0,1,2,0.044,0.078,0.135,0.225,0.358,0.538,0.705,0.817,0.891,0.937,0.965
A,7,0,1,12,0.061,0.104,0.173,0.27,0.399,0.566,0.723,0.828,0.898,0.941,0.967
A,7,0,1,3,0.049,0.087,0.151,0.252,0.408,0.593,0.742,0.842,0.907,0.947,0.97
A,7,0,1,13,0.067,0.115,0.19,0.299,0.448,0.618,0.759,0.852,0.913,0.95,0.972
A,7,0,1,23,0.076,0.13,0.213,0.334,0.487,0.647,0.778,0.864,0.92,0.954,0.975
A,7,0,1,123,0.099,0.162,0.251,0.366,0.507,0.658,0.785,0.868,0.922,0.956,0.975
A,7,0,2,0,0.021,0.04,0.075,0.137,0.241,0.428,0.632,0.768,0.86,0.919,0.954
A,7,0,2,1,0.025,0.048,0.088,0.157,0.266,0.45,0.647,0.778,0.866,0.922,0.956
A,7,0,2,2,0.028,0.052,0.095,0.168,0.286,0.473,0.662,0.788,0.873,0.926,0.959
A,7,0,2,12,0.035,0.064,0.114,0.192,0.309,0.489,0.672,0.795,0.877,0.929,0.96
A,7,0,2,3,0.029,0.054,0.098,0.173,0.295,0.482,0.668,0.793,0.876,0.928,0.96
A,7,0,2,13,0.037,0.067,0.118,0.2,0.321,0.501,0.681,0.801,0.881,0.931,0.961
A,7,0,2,23,0.04,0.072,0.127,0.215,0.336,0.51,0.687,0.804,0.883,0.932,0.962
A,7,0,2,123,0.054,0.094,0.157,0.248,0.37,0.539,0.705,0.816,0.89,0.936,0.964
A,7,0,3,0,0.018,0.035,0.066,0.123,0.22,0.408,0.618,0.76,0.855,0.915,0.952
H,7,1,0,0,0.048,0.085,0.145,0.24,0.382,0.592,0.78,0.877,0.934,0.965,0.982
H,7,1,0,1,0.071,0.121,0.198,0.31,0.46,0.651,0.811,0.895,0.944,0.971,0.985
H,7,1,0,2,0.08,0.135,0.221,0.346,0.516,0.703,0.838,0.911,0.952,0.975,0.987
H,7,1,0,12,0.114,0.185,0.287,0.418,0.571,0.733,0.855,0.92,0.957,0.978,0.989
H,7,1,0,3,0.086,0.146,0.239,0.374,0.568,0.753,0.864,0.926,0.961,0.98,0.99
H,7,1,0,13,0.123,0.199,0.309,0.452,0.628,0.786,0.882,0.936,0.966,0.983,0.991
H,7,1,0,23,0.138,0.223,0.344,0.505,0.676,0.812,0.897,0.944,0.971,0.985,0.993
H,7,1,0,123,0.184,0.282,0.408,0.551,0.7,0.825,0.905,0.948,0.973,0.986,0.993
H,7,1,1,0,0.034,0.063,0.113,0.197,0.33,0.551,0.758,0.865,0.927,0.961,0.98
H,7,1,1,1,0.048,0.086,0.148,0.246,0.387,0.595,0.781,0.878,0.934,0.965,0.982
H,7,1,1,2,0.054,0.095,0.164,0.27,0.426,0.632,0.8,0.889,0.94,0.969,0.984
H,7,1,1,12,0.074,0.126,0.207,0.32,0.466,0.654,0.813,0.896,0.944,0.971,0.985
H,7,1,1,3,0.06,0.107,0.183,0.302,0.487,0.692,0.831,0.907,0.95,0.974,0.987
H,7,1,1,13,0.081,0.139,0.228,0.355,0.526,0.711,0.842,0.913,0.954,0.976,0.988
H,7,1,1,23,0.092,0.157,0.255,0.396,0.568,0.736,0.856,0.921,0.958,0.978,0.989
H,7,1,1,123,0.119,0.194,0.297,0.427,0.582,0.742,0.86,0.923,0.959,0.979,0.989
H,7,1,2,0,0.026,0.05,0.093,0.168,0.292,0.52,0.742,0.855,0.921,0.959,0.979
H,7,1,2,1,0.031,0.059,0.108,0.191,0.321,0.543,0.754,0.862,0.925,0.961,0.98
H,7,1,2,2,0.034,0.064,0.117,0.205,0.346,0.567,0.766,0.869,0.929,0.963,0.981
H,7,1,2,12,0.043,0.079,0.138,0.232,0.368,0.58,0.774,0.873,0.932,0.964,0.982
H,7,1,2,3,0.035,0.066,0.12,0.21,0.357,0.578,0.772,0.872,0.931,0.964,0.982
H,7,1,2,13,0.045,0.082,0.144,0.241,0.383,0.594,0.781,0.878,0.934,0.965,0.982
H,7,1,2,23,0.049,0.088,0.154,0.259,0.399,0.6,0.785,0.88,0.935,0.966,0.983
H,7,1,2,123,0.066,0.115,0.189,0.295,0.433,0.627,0.799,0.888,0.939,0.968,0.984
H,7,1,3,0,0.022,0.043,0.082,0.151,0.269,0.5,0.731,0.849,0.918,0.957,0.978
A,8,0,0,0,0.022,0.043,0.082,0.151,0.269,0.5,0.731,0.849,0.918,0.957,0.978
A,8,0,0,1,0.038,0.07,0.127,0.22,0.358,0.572,0.77,0.871,0.93,0.963,0.981
A,8,0,0,2,0.042,0.079,0.143,0.249,0.42,0.637,0.802,0.89,0.941,0.969,0.984
A,8,0,0,12,0.068,0.122,0.209,0.332,0.487,0.673,0.823,0.902,0.947,0.973,0.986
A,8,0,0,3,0.045,0.085,0.154,0.268,0.475,0.698,0.833,0.908,0.951,0.975,0.987
A,8,0,0,13,0.073,0.131,0.224,0.357,0.548,0.738,0.856,0.921,0.958,0.978,0.989
A,8,0,0,23,0.083,0.148,0.253,0.415,0.607,0.769,0.874,0.931,0.964,0.981,0.991
A,8,0,0,123,0.123,0.208,0.326,0.472,0.637,0.786,0.883,0.936,0.966,0.983,0.991
A,8,0,1,0,0.013,0.027,0.056,0.11,0.21,0.45,0.705,0.834,0.91,0.952,0.976
A,8,0,1,1,0.022,0.043,0.084,0.157,0.275,0.503,0.733,0.85,0.919,0.957,0.978
A,8,0,1,2,0.025,0.049,0.094,0.176,0.318,0.549,0.756,0.864,0.926,0.961,0.98
A,8,0,1,12,0.039,0.074,0.137,0.232,0.366,0.576,0.772,0.872,0.931,0.964,0.981
A,8,0,1,3,0.027,0.054,0.105,0.197,0.383,0.623,0.793,0.885,0.939,0.968,0.984
A,8,0,1,13,0.042,0.081,0.15,0.258,0.431,0.646,0.807,0.893,0.943,0.97,0.985
A,8,0,1,23,0.049,0.093,0.17,0.301,0.481,0.677,0.824,0.903,0.948,0.973,0.986
A,8,0,1,123,0.071,0.13,0.219,0.34,0.499,0.684,0.828,0.905,0.949,0.973,0.987
A,8,0,2,0,0.008,0.018,0.039,0.082,0.167,0.412,0.686,0.822,0.903,0.949,0.974
A,8,0,2,1,0.011,0.024,0.051,0.104,0.2,0.439,0.7,0.831,0.908,0.951,0.975
A,8,0,2,2,0.013,0.027,0.056,0.114,0.227,0.469,0.715,0.84,0.913,0.954,0.976
A,8,0,2,12,0.018,0.038,0.077,0.144,0.254,0.485,0.724,0.845,0.916,0.956,0.977
A,8,0,2,3,0.013,0.028,0.058,0.117,0.238,0.482,0.721,0.843,0.915,0.955,0.977
A,8,0,2,13,0.019,0.04,0.08,0.151,0.27,0.502,0.733,0.85,0.918,0.957,0.978
A,8,0,2,23,0.021,0.044,0.087,0.171,0.291,0.51,0.737,0.852,0.92,0.958,0.978
A,8,0,2,123,0.033,0.066,0.122,0.209,0.33,0.542,0.754,0.862,0.925,0.961,0.98
A,8,0,3,0,0.006,0.015,0.032,0.068,0.141,0.387,0.673,0.815,0.899,0.947,0.973
H,8,1,0,0,0.027,0.053,0.101,0.185,0.327,0.613,0.859,0.932,0.968,0.985,0.994
H,8,1,0,1,0.046,0.086,0.155,0.267,0.429,0.681,0.882,0.943,0.973,0.988,0.995
H,8,1,0,2,0.052,0.097,0.175,0.302,0.506,0.751,0.902,0.953,0.978,0.99,0.996
H,8,1,0,12,0.084,0.149,0.252,0.395,0.57,0.773,0.912,0.958,0.981,0.991,0.996
H,8,1,0,3,0.056,0.104,0.188,0.325,0.577,0.82,0.922,0.963,0.983,0.992,0.997
H,8,1,0,13,0.09,0.159,0.27,0.426,0.647,0.845,0.933,0.968,0.985,0.993,0.997
H,8,1,0,23,0.101,0.181,0.306,0.498,0.71,0.865,0.943,0.973,0.988,0.994,0.998
H,8,1,0,123,0.15,0.252,0.387,0.549,0.727,0.872,0.946,0.975,0.988,0.995,0.998
H,8,1,1,0,0.017,0.034,0.069,0.136,0.259,0.564,0.844,0.925,0.965,0.984,0.993
H,8,1,1,1,0.027,0.054,0.104,0.193,0.334,0.615,0.86,0.933,0.968,0.986,0.994
H,8,1,1,2,0.031,0.061,0.117,0.216,0.389,0.665,0.875,0.94,0.972,0.987,0.994
H,8,1,1,12,0.048,0.092,0.168,0.281,0.435,0.683,0.883,0.944,0.974,0.988,0.995
H,8,1,1,3,0.034,0.068,0.13,0.242,0.473,0.748,0.898,0.951,0.977,0.99,0.996
H,8,1,1,13,0.053,0.1,0.184,0.312,0.518,0.76,0.905,0.955,0.979,0.99,0.996
H,8,1,1,23,0.061,0.115,0.209,0.367,0.575,0.784,0.914,0.959,0.981,0.991,0.996
H,8,1,1,123,0.088,0.16,0.264,0.403,0.582,0.784,0.916,0.96,0.981,0.992,0.996
H,8,1,2,0,0.011,0.023,0.05,0.103,0.209,0.526,0.832,0.919,0.962,0.982,0.992
H,8,1,2,1,0.014,0.031,0.064,0.13,0.247,0.553,0.84,0.923,0.964,0.983,0.993
H,8,1,2,2,0.016,0.034,0.07,0.142,0.282,0.586,0.85,0.928,0.966,0.984,0.993
H,8,1,2,12,0.023,0.047,0.095,0.177,0.309,0.598,0.855,0.93,0.967,0.985,0.993
H,8,1,2,3,0.016,0.035,0.073,0.146,0.297,0.601,0.854,0.93,0.967,0.985,0.993
H,8,1,2,13,0.024,0.05,0.1,0.185,0.329,0.616,0.86,0.933,0.968,0.986,0.994
H,8,1,2,23,0.026,0.054,0.108,0.213,0.352,0.618,0.862,0.934,0.969,0.986,0.994
H,8,1,2,123,0.041,0.083,0.15,0.252,0.392,0.648,0.872,0.938,0.971,0.987,0.994
H,8,1,3,0,0.008,0.018,0.04,0.085,0.176,0.5,0.824,0.915,0.96,0.982,0.992
A,9,0,0,0,0.008,0.018,0.04,0.085,0.176,0.5,0.824,0.915,0.96,0.982,0.992
A,9,0,0,1,0.018,0.039,0.081,0.164,0.298,0.589,0.852,0.929,0.966,0.985,0.993
A,9,0,0,2,0.02,0.043,0.091,0.183,0.385,0.68,0.877,0.941,0.972,0.987,0.994
A,9,0,0,12,0.04,0.083,0.166,0.294,0.467,0.708,0.89,0.947,0.975,0.989,0.995
A,9,0,0,3,0.021,0.045,0.094,0.188,0.462,0.772,0.902,0.953,0.978,0.99,0.996
A,9,0,0,13,0.042,0.087,0.173,0.307,0.552,0.803,0.916,0.96,0.982,0.992,0.996
A,9,0,0,23,0.047,0.099,0.196,0.388,0.635,0.828,0.928,0.966,0.984,0.993,0.997
A,9,0,0,123,0.086,0.17,0.294,0.456,0.657,0.837,0.933,0.968,0.985,0.993,0.997
A,9,0,1,0,0.003,0.007,0.017,0.041,0.097,0.436,0.804,0.905,0.955,0.979,0.991
A,9,0,1,1,0.007,0.017,0.041,0.094,0.186,0.502,0.825,0.915,0.96,0.982,0.992
A,9,0,1,2,0.008,0.019,0.046,0.105,0.246,0.568,0.843,0.924,0.964,0.984,0.993
A,9,0,1,12,0.018,0.041,0.095,0.181,0.306,0.591,0.853,0.929,0.967,0.985,0.993
A,9,0,1,3,0.008,0.02,0.048,0.108,0.339,0.678,0.872,0.939,0.972,0.987,0.994
A,9,0,1,13,0.019,0.044,0.098,0.193,0.398,0.692,0.881,0.943,0.973,0.988,0.995
A,9,0,1,23,0.022,0.051,0.112,0.251,0.47,0.723,0.893,0.949,0.976,0.989,0.995
A,9,0,1,123,0.041,0.094,0.178,0.301,0.481,0.722,0.894,0.949,0.976,0.989,0.995
A,9,0,2,0,0.001,0.002,0.004,0.013,0.037,0.386,0.789,0.898,0.952,0.978,0.99
A,9,0,2,1,0.002,0.004,0.013,0.037,0.083,0.421,0.8,0.903,0.954,0.979,0.991
A,9,0,2,2,0.002,0.005,0.014,0.04,0.121,0.465,0.812,0.909,0.957,0.98,0.991
A,9,0,2,12,0.004,0.013,0.037,0.081,0.156,0.48,0.818,0.912,0.958,0.981,0.991
A,9,0,2,3,0.002,0.005,0.015,0.04,0.137,0.485,0.817,0.912,0.958,0.981,0.991
A,9,0,2,13,0.005,0.014,0.038,0.085,0.179,0.504,0.825,0.915,0.96,0.982,0.992
A,9,0,2,23,0.005,0.015,0.039,0.116,0.21,0.506,0.828,0.917,0.961,0.982,0.992
A,9,0,2,123,0.013,0.037,0.082,0.157,0.257,0.546,0.84,0.923,0.964,0.983,0.993
A,9,0,3,0,0.0,0.0,0.0,0.0,0.0,0.352,0.78,0.893,0.949,0.977,0.99
H,9,1,0,0,0.01,0.023,0.051,0.107,0.22,0.648,1.0,1.0,1.0,1.0,1.0
H,9,1,0,1,0.023,0.049,0.102,0.204,0.365,0.73,1.0,1.0,1.0,1.0,1.0
H,9,1,0,2,0.025,0.054,0.114,0.228,0.482,0.831,1.0,1.0,1.0,1.0,1.0
H,9,1,0,12,0.05,0.104,0.206,0.359,0.556,0.834,1.0,1.0,1.0,1.0,1.0
H,9,1,0,3,0.026,0.056,0.118,0.234,0.59,0.936,1.0,1.0,1.0,1.0,1.0
H,9,1,0,13,0.053,0.109,0.216,0.375,0.673,0.941,1.0,1.0,1.0,1.0,1.0
H,9,1,0,23,0.06,0.124,0.243,0.481,0.765,0.943,1.0,1.0,1.0,1.0,1.0
H,9,1,0,123,0.108,0.212,0.357,0.541,0.764,0.941,1.0,1.0,1.0,1.0,1.0
H,9,1,1,0,0.004,0.009,0.022,0.052,0.123,0.586,1.0,1.0,1.0,1.0,1.0
H,9,1,1,1,0.009,0.022,0.052,0.119,0.231,0.648,1.0,1.0,1.0,1.0,1.0
H,9,1,1,2,0.01,0.025,0.059,0.133,0.313,0.721,1.0,1.0,1.0,1.0,1.0
H,9,1,1,12,0.022,0.053,0.12,0.225,0.37,0.728,1.0,1.0,1.0,1.0,1.0
H,9,1,1,3,0.011,0.026,0.062,0.137,0.444,0.85,1.0,1.0,1.0,1.0,1.0
H,9,1,1,13,0.024,0.056,0.124,0.24,0.497,0.843,1.0,1.0,1.0,1.0,1.0
H,9,1,1,23,0.028,0.065,0.141,0.318,0.58,0.858,1.0,1.0,1.0,1.0,1.0
H,9,1,1,123,0.053,0.119,0.221,0.363,0.574,0.849,1.0,1.0,1.0,1.0,1.0
H,9,1,2,0,0.001,0.002,0.006,0.017,0.049,0.536,1.0,1.0,1.0,1.0,1.0
H,9,1,2,1,0.002,0.006,0.016,0.048,0.105,0.569,1.0,1.0,1.0,1.0,1.0
H,9,1,2,2,0.002,0.007,0.019,0.052,0.158,0.62,1.0,1.0,1.0,1.0,1.0
H,9,1,2,12,0.006,0.017,0.048,0.102,0.193,0.626,1.0,1.0,1.0,1.0,1.0
H,9,1,2,3,0.002,0.007,0.019,0.052,0.181,0.643,1.0,1.0,1.0,1.0,1.0
H,9,1,2,13,0.006,0.018,0.049,0.107,0.224,0.653,1.0,1.0,1.0,1.0,1.0
H,9,1,2,23,0.007,0.019,0.051,0.152,0.259,0.644,1.0,1.0,1.0,1.0,1.0
H,9,1,2,123,0.017,0.049,0.104,0.195,0.308,0.681,1.0,1.0,1.0,1.0,1.0
H,9,1,3,0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
