season,INNING,INNING_TB,HOME_AWAY,RUNNER_STATE,OUT_COUNT,UNDER_4,UNDER_3,UNDER_2,UNDER_1,TIED,UPPER_1,UPPER_2,UPPER_3,UPPER_4
2024,1,1,home,1,2,0.66,0.75,0.83,0.87,0.82,0.73,0.63,0.51,0.37
2024,1,1,home,2,2,0.92,1.07,1.19,1.25,1.21,1.08,0.94,0.77,0.56
2024,1,1,home,3,2,1.36,1.55,1.69,1.73,1.64,1.46,1.24,0.98,0.7
2024,1,1,home,4,2,1.03,1.2,1.34,1.41,1.36,1.23,1.06,0.87,0.65
2024,1,1,home,5,2,1.38,1.58,1.72,1.77,1.69,1.5,1.28,1.02,0.76
2024,1,1,home,6,2,1.64,1.89,2.04,2.09,1.98,1.76,1.49,1.18,0.73
2024,1,1,home,7,2,2.35,2.65,2.83,2.85,2.67,2.35,1.95,1.5,0.97
2024,2,0,away,0,0,0.72,0.85,0.93,0.96,0.94,0.86,0.72,0.58,0.46
2024,2,0,away,1,0,1.19,1.38,1.49,1.52,1.46,1.31,1.1,0.89,0.66
2024,2,0,away,2,0,1.04,1.18,1.27,1.3,1.22,1.08,0.92,0.73,0.54
2024,2,0,away,3,0,1.65,1.86,1.96,1.96,1.82,1.6,1.34,1.03,0.74
2024,2,0,away,4,0,0.99,1.1,1.18,1.17,1.08,0.94,0.79,0.62,0.47
2024,2,0,away,5,0,1.61,1.76,1.83,1.78,1.62,1.4,1.14,0.86,0.62
2024,2,0,away,6,0,1.47,1.61,1.66,1.61,1.45,1.25,1.01,0.77,0.47
2024,2,0,away,7,0,2.06,2.21,2.24,2.14,1.93,1.65,1.3,0.97,0.63
2024,2,0,away,0,1,0.48,0.57,0.65,0.68,0.66,0.61,0.53,0.44,0.34
2024,2,0,away,1,1,0.95,1.11,1.23,1.29,1.24,1.12,0.96,0.78,0.57
2024,2,0,away,2,1,0.97,1.15,1.29,1.34,1.31,1.19,1.01,0.83,0.62
2024,2,0,away,3,1,1.58,1.84,2.01,2.06,1.97,1.76,1.5,1.17,0.85
2024,2,0,away,4,1,0.89,1.07,1.23,1.32,1.32,1.22,1.06,0.88,0.68
2024,2,0,away,5,1,1.49,1.7,1.85,1.89,1.81,1.64,1.41,1.12,0.82
2024,2,0,away,6,1,1.41,1.62,1.73,1.73,1.61,1.41,1.2,0.93,0.55
2024,2,0,away,7,1,2.0,2.25,2.38,2.36,2.19,1.93,1.6,1.24,0.83
2024,2,0,away,0,2,0.27,0.33,0.39,0.42,0.43,0.39,0.35,0.28,0.21
2024,2,0,away,1,2,0.61,0.72,0.84,0.89,0.88,0.81,0.7,0.58,0.4
2024,2,0,away,2,2,0.84,1.02,1.19,1.28,1.28,1.19,1.04,0.86,0.63
2024,2,0,away,3,2,1.26,1.5,1.7,1.79,1.75,1.59,1.37,1.09,0.78
2024,2,0,away,4,2,0.94,1.14,1.33,1.45,1.44,1.34,1.18,0.98,0.72
2024,2,0,away,5,2,1.28,1.52,1.72,1.83,1.79,1.65,1.42,1.15,0.84
2024,2,0,away,6,2,1.53,1.82,2.06,2.17,2.11,1.92,1.66,1.33,0.81
2024,2,0,away,7,2,2.21,2.58,2.86,2.97,2.85,2.57,2.17,1.69,1.09
2024,2,1,home,0,0,0.78,0.91,1.0,0.99,0.92,0.8,0.67,0.51,0.38
2024,2,1,home,1,0,1.31,1.48,1.57,1.56,1.45,1.23,1.0,0.78,0.55
2024,2,1,home,2,0,1.13,1.27,1.33,1.3,1.2,1.01,0.82,0.63,0.45
2024,2,1,home,3,0,1.8,1.98,2.04,1.97,1.78,1.5,1.19,0.9,0.63
2024,2,1,home,4,0,1.07,1.18,1.21,1.16,1.04,0.88,0.7,0.52,0.37
2024,2,1,home,5,0,1.73,1.87,1.89,1.77,1.55,1.28,1.0,0.74,0.51
2024,2,1,home,6,0,1.58,1.7,1.7,1.59,1.38,1.14,0.91,0.66,0.38
2024,2,1,home,7,0,2.21,2.31,2.29,2.11,1.83,1.5,1.14,0.82,0.51
2024,2,1,home,0,1,0.55,0.63,0.69,0.71,0.67,0.59,0.47,0.37,0.29
2024,2,1,home,1,1,1.04,1.21,1.31,1.32,1.23,1.08,0.87,0.68,0.48
2024,2,1,home,2,1,1.09,1.26,1.37,1.39,1.31,1.13,0.93,0.72,0.52
2024,2,1,home,3,1,1.75,1.98,2.12,2.11,1.94,1.67,1.35,1.01,0.71
2024,2,1,home,4,1,0.99,1.17,1.31,1.38,1.34,1.19,0.99,0.77,0.58
2024,2,1,home,5,1,1.63,1.84,1.95,1.92,1.8,1.57,1.28,0.98,0.7
2024,2,1,home,6,1,1.56,1.74,1.8,1.74,1.57,1.33,1.09,0.82,0.46
2024,2,1,home,7,1,2.18,2.39,2.47,2.37,2.12,1.81,1.44,1.09,0.7
2024,2,1,home,0,2,0.32,0.38,0.43,0.44,0.43,0.38,0.31,0.24,0.18
2024,2,1,home,1,2,0.69,0.81,0.91,0.92,0.88,0.78,0.63,0.49,0.34
2024,2,1,home,2,2,0.95,1.14,1.29,1.33,1.29,1.16,0.95,0.75,0.53
2024,2,1,home,3,2,1.41,1.65,1.82,1.84,1.75,1.53,1.25,0.95,0.65
2024,2,1,home,4,2,1.06,1.27,1.44,1.51,1.46,1.31,1.08,0.85,0.61
2024,2,1,home,5,2,1.43,1.68,1.85,1.89,1.8,1.59,1.3,1.0,0.71
2024,2,1,home,6,2,1.71,2.0,2.2,2.24,2.11,1.85,1.51,1.15,0.69
2024,2,1,home,7,2,2.45,2.82,3.04,3.04,2.84,2.46,1.96,1.46,0.91
2024,3,0,away,0,0,0.73,0.88,1.0,1.04,1.01,0.88,0.74,0.59,0.44
2024,3,0,away,1,0,1.21,1.45,1.59,1.64,1.56,1.37,1.13,0.88,0.64
2024,3,0,away,2,0,1.06,1.25,1.36,1.39,1.29,1.13,0.93,0.71,0.52
2024,3,0,away,3,0,1.72,1.97,2.11,2.09,1.93,1.66,1.35,1.02,0.72
2024,3,0,away,4,0,1.01,1.16,1.25,1.26,1.14,0.97,0.8,0.6,0.44
2024,3,0,away,5,0,1.69,1.88,1.97,1.9,1.71,1.42,1.13,0.84,0.59
2024,3,0,away,6,0,1.54,1.72,1.78,1.71,1.52,1.27,1.02,0.75,0.44
2024,3,0,away,7,0,2.17,2.36,2.4,2.29,2.01,1.67,1.29,0.94,0.6
2024,3,0,away,0,1,0.49,0.6,0.69,0.75,0.72,0.64,0.53,0.43,0.33
2024,3,0,away,1,1,0.97,1.16,1.32,1.39,1.33,1.18,0.98,0.77,0.55
2024,3,0,away,2,1,0.99,1.21,1.37,1.45,1.4,1.25,1.04,0.82,0.6
2024,3,0,away,3,1,1.63,1.94,2.15,2.23,2.1,1.85,1.52,1.16,0.81
2024,3,0,away,4,1,0.92,1.1,1.3,1.42,1.42,1.3,1.11,0.87,0.66
2024,3,0,away,5,1,1.54,1.8,1.99,2.04,1.94,1.72,1.44,1.11,0.79
2024,3,0,away,6,1,1.48,1.71,1.86,1.85,1.71,1.48,1.22,0.93,0.53
2024,3,0,away,7,1,2.09,2.38,2.55,2.54,2.32,2.01,1.62,1.23,0.8
2024,3,0,away,0,2,0.27,0.35,0.42,0.45,0.45,0.42,0.35,0.28,0.21
2024,3,0,away,1,2,0.61,0.77,0.89,0.96,0.94,0.85,0.71,0.56,0.4
2024,3,0,away,2,2,0.84,1.07,1.27,1.38,1.38,1.27,1.06,0.85,0.62
2024,3,0,away,3,2,1.28,1.58,1.82,1.92,1.88,1.68,1.4,1.07,0.76
2024,3,0,away,4,2,0.94,1.19,1.42,1.56,1.56,1.43,1.21,0.97,0.71
2024,3,0,away,5,2,1.28,1.6,1.84,1.97,1.93,1.74,1.46,1.13,0.83
2024,3,0,away,6,2,1.54,1.92,2.2,2.34,2.28,2.03,1.69,1.31,0.8
2024,3,0,away,7,2,2.26,2.73,3.07,3.2,3.06,2.71,2.21,1.67,1.06
2024,3,1,home,0,0,0.83,0.96,1.06,1.09,0.99,0.84,0.67,0.49,0.35
2024,3,1,home,1,0,1.35,1.58,1.69,1.69,1.54,1.27,1.0,0.74,0.5
2024,3,1,home,2,0,1.18,1.35,1.44,1.41,1.27,1.04,0.82,0.6,0.41
2024,3,1,home,3,0,1.89,2.12,2.21,2.12,1.87,1.53,1.18,0.84,0.57
2024,3,1,home,4,0,1.11,1.26,1.31,1.26,1.09,0.9,0.68,0.49,0.34
2024,3,1,home,5,0,1.84,2.01,2.04,1.9,1.62,1.29,0.97,0.69,0.45
2024,3,1,home,6,0,1.68,1.83,1.84,1.69,1.45,1.15,0.89,0.62,0.35
2024,3,1,home,7,0,2.35,2.5,2.46,2.24,1.89,1.5,1.1,0.77,0.47
2024,3,1,home,0,1,0.55,0.67,0.75,0.76,0.72,0.61,0.49,0.37,0.26
2024,3,1,home,1,1,1.08,1.28,1.41,1.44,1.32,1.11,0.88,0.66,0.45
2024,3,1,home,2,1,1.11,1.32,1.48,1.51,1.4,1.18,0.93,0.7,0.49
2024,3,1,home,3,1,1.82,2.11,2.29,2.29,2.08,1.73,1.36,0.98,0.66
2024,3,1,home,4,1,1.03,1.22,1.42,1.51,1.44,1.25,1.01,0.76,0.55
2024,3,1,home,5,1,1.7,1.95,2.1,2.09,1.93,1.63,1.3,0.95,0.65
2024,3,1,home,6,1,1.63,1.85,1.95,1.89,1.66,1.38,1.09,0.8,0.44
2024,3,1,home,7,1,2.28,2.56,2.66,2.56,2.25,1.86,1.43,1.04,0.64
2024,3,1,home,0,2,0.31,0.39,0.45,0.49,0.47,0.4,0.32,0.24,0.18
2024,3,1,home,1,2,0.68,0.85,0.96,1.02,0.95,0.8,0.65,0.48,0.33
2024,3,1,home,2,2,0.95,1.2,1.37,1.47,1.4,1.21,0.98,0.73,0.51
2024,3,1,home,3,2,1.44,1.75,1.95,2.02,1.88,1.58,1.27,0.92,0.62
2024,3,1,home,4,2,1.06,1.33,1.54,1.67,1.6,1.37,1.12,0.84,0.59
2024,3,1,home,5,2,1.45,1.77,1.99,2.08,1.95,1.65,1.32,0.97,0.68
2024,3,1,home,6,2,1.74,2.12,2.38,2.46,2.28,1.91,1.53,1.11,0.66
2024,3,1,home,7,2,2.53,2.99,3.28,3.32,3.03,2.54,1.98,1.42,0.87
2024,4,0,away,0,0,0.75,0.92,1.08,1.14,1.1,0.94,0.76,0.57,0.41
2024,4,0,away,1,0,1.26,1.52,1.73,1.79,1.68,1.42,1.13,0.85,0.59
2024,4,0,away,2,0,1.1,1.32,1.48,1.51,1.39,1.17,0.93,0.69,0.48
2024,4,0,away,3,0,1.78,2.1,2.28,2.28,2.06,1.72,1.34,0.97,0.66
2024,4,0,away,4,0,1.06,1.25,1.37,1.36,1.22,1.01,0.78,0.58,0.4
2024,4,0,away,5,0,1.76,2.02,2.14,2.06,1.79,1.45,1.12,0.8,0.54
2024,4,0,away,6,0,1.62,1.85,1.94,1.85,1.6,1.31,1.01,0.72,0.41
2024,4,0,away,7,0,2.3,2.54,2.61,2.45,2.1,1.69,1.26,0.89,0.54
2024,4,0,away,0,1,0.49,0.63,0.73,0.8,0.79,0.68,0.55,0.43,0.31
2024,4,0,away,1,1,0.97,1.22,1.43,1.53,1.44,1.25,1.0,0.76,0.53
2024,4,0,away,2,1,1.01,1.26,1.48,1.6,1.53,1.33,1.06,0.81,0.57
2024,4,0,away,3,1,1.67,2.05,2.33,2.42,2.28,1.93,1.53,1.12,0.77
2024,4,0,away,4,1,0.94,1.15,1.4,1.57,1.57,1.4,1.14,0.87,0.63
2024,4,0,away,5,1,1.58,1.92,2.15,2.22,2.11,1.82,1.47,1.1,0.75
2024,4,0,away,6,1,1.52,1.83,2.03,2.03,1.84,1.55,1.24,0.91,0.51
2024,4,0,away,7,1,2.17,2.54,2.76,2.75,2.48,2.09,1.63,1.21,0.76
2024,4,0,away,0,2,0.28,0.36,0.45,0.5,0.49,0.44,0.35,0.28,0.2
2024,4,0,away,1,2,0.62,0.79,0.96,1.05,1.03,0.89,0.72,0.57,0.38
2024,4,0,away,2,2,0.84,1.1,1.36,1.53,1.51,1.33,1.1,0.85,0.59
2024,4,0,away,3,2,1.29,1.64,1.96,2.12,2.04,1.77,1.43,1.08,0.72
2024,4,0,away,4,2,0.92,1.22,1.51,1.72,1.72,1.51,1.25,0.97,0.68
2024,4,0,away,5,2,1.29,1.66,1.99,2.17,2.11,1.84,1.49,1.13,0.79
2024,4,0,away,6,2,1.56,1.99,2.39,2.58,2.47,2.14,1.72,1.3,0.76
2024,4,0,away,7,2,2.31,2.87,3.32,3.51,3.32,2.84,2.24,1.64,1.0
2024,4,1,home,0,0,0.84,1.02,1.16,1.19,1.08,0.88,0.66,0.46,0.31
2024,4,1,home,1,0,1.41,1.68,1.86,1.86,1.65,1.31,0.97,0.69,0.45
2024,4,1,home,2,0,1.23,1.46,1.59,1.55,1.35,1.07,0.79,0.56,0.36
2024,4,1,home,3,0,1.99,2.28,2.41,2.3,1.98,1.54,1.13,0.78,0.5
2024,4,1,home,4,0,1.17,1.37,1.45,1.38,1.16,0.91,0.65,0.45,0.29
2024,4,1,home,5,0,1.95,2.18,2.24,2.05,1.68,1.28,0.93,0.62,0.39
2024,4,1,home,6,0,1.79,2.0,2.01,1.83,1.51,1.17,0.85,0.57,0.3
2024,4,1,home,7,0,2.51,2.7,2.68,2.4,1.95,1.48,1.05,0.7,0.4
2024,4,1,home,0,1,0.56,0.7,0.82,0.86,0.79,0.64,0.47,0.36,0.25
2024,4,1,home,1,1,1.1,1.35,1.54,1.59,1.44,1.15,0.87,0.62,0.41
2024,4,1,home,2,1,1.14,1.41,1.61,1.68,1.53,1.23,0.93,0.66,0.45
2024,4,1,home,3,1,1.88,2.26,2.5,2.52,2.23,1.78,1.33,0.91,0.58
2024,4,1,home,4,1,1.06,1.29,1.53,1.69,1.59,1.32,1.0,0.73,0.49
2024,4,1,home,5,1,1.77,2.1,2.31,2.3,2.1,1.69,1.28,0.9,0.59
2024,4,1,home,6,1,1.71,2.01,2.15,2.07,1.78,1.43,1.09,0.75,0.4
2024,4,1,home,7,1,2.41,2.76,2.91,2.78,2.41,1.89,1.42,0.99,0.58
2024,4,1,home,0,2,0.32,0.4,0.48,0.55,0.51,0.41,0.33,0.24,0.16
2024,4,1,home,1,2,0.7,0.89,1.05,1.13,1.04,0.84,0.65,0.47,0.3
2024,4,1,home,2,2,0.96,1.23,1.49,1.64,1.55,1.27,0.98,0.72,0.47
2024,4,1,home,3,2,1.47,1.84,2.13,2.25,2.05,1.66,1.26,0.89,0.57
2024,4,1,home,4,2,1.06,1.37,1.67,1.86,1.76,1.44,1.12,0.82,0.53
2024,4,1,home,5,2,1.48,1.85,2.16,2.31,2.13,1.73,1.32,0.94,0.61
2024,4,1,home,6,2,1.77,2.23,2.6,2.74,2.48,2.0,1.51,1.07,0.6
2024,4,1,home,7,2,2.61,3.18,3.59,3.67,3.28,2.62,1.96,1.35,0.79
2024,5,0,away,0,0,0.75,0.97,1.16,1.26,1.21,0.98,0.76,0.54,0.38
2024,5,0,away,1,0,1.27,1.61,1.89,2.0,1.83,1.49,1.13,0.8,0.54
2024,5,0,away,2,0,1.13,1.41,1.62,1.67,1.51,1.22,0.91,0.65,0.44
2024,5,0,away,3,0,1.85,2.26,2.51,2.51,2.23,1.77,1.32,0.92,0.59
2024,5,0,away,4,0,1.09,1.35,1.5,1.5,1.3,1.04,0.76,0.55,0.35
2024,5,0,away,5,0,1.84,2.2,2.38,2.26,1.91,1.47,1.08,0.74,0.47
2024,5,0,away,6,0,1.71,2.01,2.14,2.02,1.7,1.34,0.99,0.67,0.36
2024,5,0,away,7,0,2.45,2.77,2.87,2.66,2.21,1.71,1.23,0.82,0.48
2024,5,0,away,0,1,0.49,0.65,0.81,0.92,0.88,0.74,0.55,0.41,0.28
2024,5,0,away,1,1,0.97,1.28,1.55,1.7,1.6,1.32,1.01,0.73,0.48
2024,5,0,away,2,1,1.0,1.32,1.6,1.78,1.69,1.39,1.07,0.77,0.51
2024,5,0,away,3,1,1.69,2.16,2.54,2.7,2.48,2.02,1.53,1.06,0.7
2024,5,0,away,4,1,0.95,1.23,1.48,1.77,1.75,1.49,1.16,0.85,0.58
2024,5,0,away,5,1,1.62,2.04,2.36,2.47,2.33,1.92,1.47,1.05,0.69
2024,5,0,away,6,1,1.58,1.96,2.23,2.25,2.0,1.63,1.25,0.87,0.48
2024,5,0,away,7,1,2.25,2.72,3.03,3.03,2.68,2.17,1.63,1.15,0.68
2024,5,0,away,0,2,0.27,0.37,0.48,0.56,0.56,0.47,0.37,0.28,0.19
2024,5,0,away,1,2,0.61,0.82,1.04,1.19,1.15,0.96,0.74,0.55,0.34
2024,5,0,away,2,2,0.81,1.12,1.46,1.72,1.71,1.45,1.13,0.83,0.55
2024,5,0,away,3,2,1.28,1.72,2.13,2.39,2.27,1.89,1.45,1.04,0.66
2024,5,0,away,4,2,0.89,1.24,1.62,1.93,1.94,1.64,1.28,0.95,0.63
2024,5,0,away,5,2,1.28,1.72,2.15,2.44,2.36,1.96,1.52,1.09,0.72
2024,5,0,away,6,2,1.54,2.08,2.61,2.91,2.74,2.27,1.74,1.25,0.7
2024,5,0,away,7,2,2.33,3.03,3.64,3.92,3.65,2.99,2.25,1.58,0.91
2024,5,1,home,0,0,0.86,1.09,1.28,1.35,1.18,0.9,0.64,0.42,0.28
2024,5,1,home,1,0,1.45,1.8,2.05,2.08,1.78,1.33,0.94,0.61,0.39
2024,5,1,home,2,0,1.28,1.57,1.75,1.74,1.45,1.07,0.74,0.5,0.31
2024,5,1,home,3,0,2.09,2.47,2.67,2.56,2.1,1.54,1.06,0.69,0.42
2024,5,1,home,4,0,1.24,1.49,1.61,1.52,1.23,0.89,0.61,0.4,0.24
2024,5,1,home,5,0,2.07,2.4,2.5,2.24,1.74,1.25,0.86,0.54,0.32
2024,5,1,home,6,0,1.92,2.19,2.25,1.99,1.59,1.16,0.79,0.51,0.25
2024,5,1,home,7,0,2.7,2.98,2.97,2.59,2.02,1.45,0.97,0.61,0.33
2024,5,1,home,0,1,0.57,0.74,0.9,0.98,0.87,0.66,0.46,0.33,0.2
2024,5,1,home,1,1,1.13,1.44,1.71,1.81,1.58,1.18,0.83,0.57,0.34
2024,5,1,home,2,1,1.16,1.5,1.78,1.91,1.68,1.26,0.89,0.61,0.37
2024,5,1,home,3,1,1.94,2.42,2.77,2.83,2.43,1.79,1.27,0.82,0.49
2024,5,1,home,4,1,1.09,1.39,1.68,1.94,1.8,1.37,0.98,0.67,0.43
2024,5,1,home,5,1,1.85,2.27,2.56,2.61,2.31,1.73,1.24,0.82,0.5
2024,5,1,home,6,1,1.8,2.19,2.42,2.3,1.96,1.49,1.05,0.69,0.35
2024,5,1,home,7,1,2.54,3.0,3.23,3.08,2.6,1.93,1.35,0.88,0.5
2024,5,1,home,0,2,0.31,0.43,0.55,0.62,0.58,0.44,0.31,0.2,0.13
2024,5,1,home,1,2,0.7,0.95,1.18,1.29,1.16,0.88,0.62,0.42,0.25
2024,5,1,home,2,2,0.95,1.3,1.65,1.89,1.75,1.33,0.95,0.65,0.4
2024,5,1,home,3,2,1.49,1.96,2.37,2.55,2.28,1.71,1.21,0.8,0.48
2024,5,1,home,4,2,1.05,1.43,1.83,2.13,1.99,1.52,1.09,0.74,0.46
2024,5,1,home,5,2,1.48,1.97,2.4,2.63,2.37,1.79,1.27,0.85,0.52
2024,5,1,home,6,2,1.79,2.38,2.91,3.12,2.74,2.05,1.45,0.96,0.5
2024,5,1,home,7,2,2.68,3.42,3.99,4.14,3.59,2.68,1.87,1.21,0.66
2024,6,0,away,0,0,0.73,0.99,1.28,1.47,1.36,1.02,0.75,0.49,0.33
2024,6,0,away,1,0,1.26,1.7,2.08,2.28,2.04,1.54,1.1,0.73,0.46
2024,6,0,away,2,0,1.13,1.49,1.8,1.91,1.66,1.25,0.87,0.59,0.37
2024,6,0,away,3,0,1.9,2.42,2.8,2.83,2.41,1.79,1.26,0.82,0.5
2024,6,0,away,4,0,1.1,1.44,1.7,1.7,1.4,1.04,0.71,0.48,0.29
2024,6,0,away,5,0,1.93,2.4,2.68,2.52,2.01,1.47,1.01,0.64,0.39
2024,6,0,away,6,0,1.79,2.21,2.42,2.24,1.82,1.34,0.93,0.59,0.3
2024,6,0,away,7,0,2.6,3.06,3.21,2.93,2.32,1.69,1.15,0.72,0.39
2024,6,0,away,0,1,0.46,0.67,0.88,1.04,0.99,0.77,0.54,0.37,0.23
2024,6,0,away,1,1,0.95,1.32,1.7,1.96,1.81,1.37,0.99,0.66,0.42
2024,6,0,away,2,1,0.97,1.37,1.77,2.06,1.91,1.46,1.05,0.71,0.45
2024,6,0,away,3,1,1.69,2.28,2.82,3.09,2.77,2.08,1.5,0.98,0.6
2024,6,0,away,4,1,0.94,1.3,1.63,2.05,2.03,1.58,1.16,0.81,0.51
2024,6,0,away,5,1,1.63,2.17,2.63,2.82,2.63,2.0,1.45,0.97,0.6
2024,6,0,away,6,1,1.61,2.11,2.53,2.55,2.23,1.71,1.23,0.81,0.41
2024,6,0,away,7,1,2.32,2.94,3.38,3.41,2.96,2.23,1.59,1.05,0.6
2024,6,0,away,0,2,0.26,0.38,0.51,0.66,0.66,0.49,0.38,0.26,0.17
2024,6,0,away,1,2,0.57,0.84,1.14,1.38,1.32,1.01,0.73,0.5,0.31
2024,6,0,away,2,2,0.76,1.13,1.56,1.99,1.98,1.53,1.12,0.77,0.49
2024,6,0,away,3,2,1.23,1.78,2.33,2.74,2.59,1.97,1.43,0.95,0.58
2024,6,0,away,4,2,0.83,1.24,1.73,2.25,2.26,1.75,1.28,0.88,0.56
2024,6,0,away,5,2,1.23,1.77,2.34,2.82,2.7,2.06,1.5,1.01,0.64
2024,6,0,away,6,2,1.47,2.14,2.88,3.37,3.12,2.37,1.71,1.15,0.62
2024,6,0,away,7,2,2.29,3.18,4.02,4.5,4.1,3.1,2.21,1.45,0.8
2024,6,1,home,0,0,0.86,1.16,1.43,1.59,1.35,0.88,0.58,0.36,0.22
2024,6,1,home,1,0,1.48,1.93,2.32,2.43,1.98,1.31,0.85,0.52,0.3
2024,6,1,home,2,0,1.32,1.7,1.99,2.0,1.58,1.04,0.67,0.42,0.23
2024,6,1,home,3,0,2.18,2.71,3.03,2.91,2.25,1.48,0.94,0.57,0.32
2024,6,1,home,4,0,1.29,1.63,1.85,1.74,1.29,0.84,0.54,0.33,0.19
2024,6,1,home,5,0,2.21,2.68,2.87,2.51,1.8,1.18,0.74,0.43,0.24
2024,6,1,home,6,0,2.05,2.45,2.57,2.25,1.68,1.1,0.69,0.4,0.19
2024,6,1,home,7,0,2.93,3.34,3.36,2.85,2.07,1.35,0.84,0.5,0.25
2024,6,1,home,0,1,0.54,0.76,1.01,1.15,0.99,0.67,0.42,0.27,0.16
2024,6,1,home,1,1,1.11,1.52,1.93,2.11,1.77,1.18,0.76,0.47,0.27
2024,6,1,home,2,1,1.14,1.57,2.0,2.23,1.9,1.26,0.83,0.5,0.3
2024,6,1,home,3,1,1.96,2.61,3.13,3.27,2.68,1.77,1.15,0.69,0.39
2024,6,1,home,4,1,1.09,1.49,1.83,2.29,2.09,1.4,0.92,0.58,0.34
2024,6,1,home,5,1,1.89,2.47,2.9,3.06,2.61,1.74,1.13,0.69,0.39
2024,6,1,home,6,1,1.85,2.4,2.77,2.66,2.22,1.47,0.97,0.57,0.28
2024,6,1,home,7,1,2.66,3.29,3.67,3.52,2.88,1.9,1.22,0.74,0.4
2024,6,1,home,0,2,0.3,0.43,0.59,0.74,0.67,0.44,0.3,0.19,0.11
