season,hit_result_name,Run_Value
2025,SO,-0.308
2025,1H,0.503
2025,BB,0.363
2025,2H,0.811
2025,DOUBLE_OUT,-0.873
2025,HBP,0.376
2025,3H,1.114
2025,HR,1.408
2025,SF_OUT,-0.167
2025,ERROR,0.481
2025,SB,0.2
2025,CS,-0.42
2025,OUT,-0.296
2025,NOT_OUT_OUT,-0.259
2025,IBB,0.193
2025,SCALE,1.207
